ItemID|label
812|0
813|1
814|1
815|1
816|1
817|1
818|0
819|0
820|1
821|1
822|0
823|1
824|1
825|1
826|1
827|1
828|1
829|1
830|1
831|1
832|1
833|1
834|2
835|2
836|2
837|1
838|0
839|1
840|2
841|1
842|1
843|1
844|1
845|0
846|0
847|0
848|0
849|2
850|1
851|1
852|1
853|2
854|2
855|0
856|1
857|0
858|0
859|0
860|1
861|2
862|1
863|1
864|1
865|2
866|1
867|1
868|1
869|1
870|1
871|1
872|1
873|1
874|1
875|1
876|0
877|0
878|0
879|1
880|1
881|0
882|2
883|1
884|1
885|0
886|2
887|2
888|2
889|2
890|2
891|2
892|2
893|2
894|0
895|2
896|1
897|2
898|1
899|1
900|1
901|1
902|0
903|0
904|0
905|2
906|2
907|1
908|1
909|2
910|1
911|1
912|1
913|0
914|1
915|1
916|1
917|1
918|1
919|1
920|1
921|1
922|0
923|1
924|1
925|1
926|1
927|1
928|0
929|1
930|1
931|1
932|1
933|2
934|1
935|2
936|1
937|1
938|1
939|1
940|1
941|0
942|1
943|2
944|2
945|1
946|1
947|1
948|0
949|0
950|1
951|1
952|2
953|2
954|2
955|1
956|0
957|2
958|1
959|2
960|2
961|2
962|0
963|2
964|2
965|0
966|1
967|1
968|1
969|1
970|1
971|1
972|2
973|1
974|1
975|2
976|1
977|1
978|1
979|1
980|0
981|1
982|1
983|2
984|1
985|1
986|1
987|2
988|0
989|0
990|0
991|1
992|2
993|1
994|1
995|1
996|0
997|1
998|1
999|1
1000|1
1001|1
1002|1
1003|2
1004|1
1005|0
1006|1
1007|0
1008|1
1009|1
1010|1
1011|1
1012|0
1013|1
1014|1
1015|2
1016|1
1017|1
1018|0
1019|2
1020|0
1021|1
1022|1
1023|2
1024|1
1025|2
1026|1
1027|1
1028|0
1029|0
1030|1
1031|1
1032|1
1033|1
1034|1
1035|2
1036|1
1037|2
1038|2
1039|1
1040|1
1041|1
1042|0
1043|0
1044|1
1045|0
1046|2
1047|2
1048|2
1049|0
1050|0
1051|1
1052|0
1053|1
1054|1
1055|0
1056|0
1057|0
1058|1
1059|2
1060|2
1061|1
1062|1
1063|1
1064|1
1065|2
1066|1
1067|2
1068|2
1069|2
1070|1
1071|1
1072|0
1073|1
1074|1
1075|1
1076|0
1077|1
1078|1
1079|1
1080|1
1081|2
1082|2
1083|1
1084|1
1085|1
1086|1
1087|1
1088|2
1089|1
1090|1
1091|1
1092|2
1093|2
1094|2
1095|2
1096|1
1097|2
1098|1
1099|2
1100|2
1101|1
1102|2
1103|2
1104|2
1105|2
1106|2
1107|2
1108|2
1109|0
1110|1
1111|1
1112|2
1113|2
1114|1
1115|2
1116|2
1117|2
1118|1
1119|2
1120|1
1121|1
1122|1
1123|1
1124|1
1125|1
1126|1
1127|1
1128|2
1129|0
1130|2
1131|1
1132|1
1133|1
1134|1
1135|1
1136|1
1137|0
1138|1
1139|1
1140|1
1141|1
1142|2
1143|2
1144|1
1145|2
1146|1
1147|2
1148|1
1149|1
1150|1
1151|1
1152|0
1153|0
1154|2
1155|0
1156|2
1157|0
1158|1
1159|2
1160|1
1161|1
1162|1
1163|2
1164|2
1165|0
1166|0
1167|2
1168|1
1169|1
1170|1
1171|0
1172|2
1173|1
1174|0
1175|1
1176|1
1177|2
1178|2
1179|1
1180|1
1181|2
1182|2
1183|1
1184|1
1185|2
1186|2
1187|1
1188|1
1189|1
1190|2
1191|2
1192|0
1193|1
1194|1
1195|1
1196|1
1197|1
1198|1
1199|1
1200|1
1201|1
1202|0
1203|1
1204|2
1205|1
1206|2
1207|1
1208|1
1209|1
1210|1
1211|1
1212|0
1213|0
1214|2
1215|2
1216|1
1217|1
1218|0
1219|2
1220|1
1221|1
1222|0
1223|1
1224|0
1225|1
1226|1
1227|1
1228|1
1229|1
1230|1
1231|1
1232|1
1233|1
1234|2
1235|2
1236|1
1237|1
1238|2
1239|2
1240|2
1241|1
1242|1
1243|2
1244|2
1245|2
1246|2
1247|1
1248|1
1249|1
1250|1
1251|1
1252|1
1253|1
1254|0
1255|0
1256|0
1257|0
1258|0
1259|0
1260|2
1261|1
1262|2
1263|2
1264|0
1265|0
1266|1
1267|1
1268|0
1269|1
1270|2
1271|2
1272|2
1273|0
1274|1
1275|0
1276|0
1277|1
1278|1
1279|1
1280|1
1281|0
1282|1
1283|0
1284|0
1285|1
1286|1
1287|1
1288|0
1289|1
1290|1
1291|0
1292|1
1293|1
1294|1
1295|2
1296|2
1297|1
1298|2
1299|1
1300|0
1301|1
1302|0
1303|1
1304|1
1305|1
1306|0
1307|0
1308|1
1309|2
1310|1
1311|0
1312|1
1313|2
1314|2
1315|1
1316|2
1317|2
1318|1
1319|1
1320|1
1321|1
1322|1
1323|1
1324|1
1325|1
1326|1
1327|1
1328|1
1329|1
1330|1
1331|1
1332|1
1333|2
1334|2
1335|0
1336|1
1337|1
1338|1
1339|0
1340|1
1341|1
1342|1
1343|2
1344|1
1345|1
1346|1
1347|1
1348|1
1349|2
1350|0
1351|1
1352|1
1353|2
1354|2
1355|2
1356|1
1357|2
1358|1
1359|0
1360|1
1361|0
1362|0
1363|1
1364|0
1365|0
1366|1
1367|1
1368|2
1369|0
1370|1
1371|1
1372|2
1373|2
1374|1
1375|2
1376|1
1377|2
1378|2
1379|1
1380|2
1381|1
1382|1
1383|1
1384|0
1385|2
1386|2
1387|2
1388|0
1389|1
1390|2
1391|2
1392|2
1393|1
1394|1
1395|0
1396|0
1397|1
1398|1
1399|2
1400|1
1401|1
1402|2
1403|0
1404|1
1405|0
1406|1
1407|2
1408|0
1409|2
1410|2
1411|1
1412|2
1413|2
1414|1
1415|1
1416|1
1417|2
1418|0
1419|0
1420|1
1421|1
1422|0
1423|0
1424|0
1425|2
1426|2
1427|2
1428|2
1429|1
1430|0
1431|0
1432|0
1433|1
1434|2
1435|0
1436|0
1437|0
1438|1
1439|1
1440|2
1441|2
1442|1
1443|0
1444|2
1445|2
1446|2
1447|2
1448|2
1449|2
1450|0
1451|0
1452|2
1453|0
1454|0
1455|0
1456|0
1457|1
1458|2
1459|0
1460|1
1461|0
1462|2
1463|2
1464|1
1465|0
1466|0
1467|2
1468|1
1469|2
1470|2
1471|2
1472|1
1473|2
1474|2
1475|2
1476|1
1477|1
1478|1
1479|1
1480|0
1481|2
1482|2
1483|2
1484|0
1485|2
1486|2
1487|0
1488|0
1489|1
1490|2
1491|1
1492|2
1493|0
1494|1
1495|1
1496|1
1497|0
1498|0
1499|0
1500|0
1501|0
1502|1
1503|1
1504|1
1505|1
1506|1
1507|1
1508|1
1509|1
1510|1
1511|2
1512|1
1513|0
1514|1
1515|1
1516|1
1517|1
1518|1
1519|1
1520|0
1521|1
1522|1
1523|1
1524|0
1525|1
1526|1
1527|1
1528|0
1529|1
1530|0
1531|1
1532|1
1533|1
1534|0
1535|1
1536|1
1537|1
1538|2
1539|1
1540|1
1541|1
1542|1
1543|1
1544|1
1545|0
1546|0
1547|1
1548|0
1549|1
1550|2
1551|2
1552|2
1553|2
1554|2
1555|2
1556|1
1557|1
1558|2
1559|1
1560|1
1561|0
1562|1
1563|1
1564|0
1565|0
1566|0
1567|0
1568|0
1569|0
1570|0
1571|1
1572|1
1573|1
1574|1
1575|1
1576|2
1577|2
1578|2
1579|1
1580|0
1581|0
1582|1
1583|1
1584|1
1585|0
1586|0
1587|1
1588|1
1589|2
1590|0
1591|1
1592|1
1593|1
1594|0
1595|1
1596|2
1597|1
1598|2
1599|1
1600|2
1601|1
1602|2
1603|2
1604|1
1605|1
1606|1
1607|1
1608|1
1609|0
1610|0
1611|1
1612|2
1613|2
1614|1
1615|1
1616|0
1617|0
1618|0
1619|1
1620|1
1621|1
1622|2
1623|2
1624|0
1625|1
1626|2
1627|1
1628|1
1629|1
1630|1
1631|0
1632|1
1633|1
1634|0
1635|0
1636|1
1637|1
1638|2
1639|1
1640|2
1641|2
1642|1
1643|2
1644|1
1645|2
1646|2
1647|2
1648|2
1649|2
1650|2
1651|2
1652|1
1653|1
1654|1
1655|1
1656|1
1657|1
1658|2
1659|0
1660|0
1661|1
1662|0
1663|1
1664|1
1665|2
1666|2
1667|1
1668|1
1669|1
1670|1
1671|1
1672|2
1673|2
1674|1
1675|0
1676|0
1677|1
1678|1
1679|1
1680|1
1681|0
1682|0
1683|0
1684|0
1685|0
1686|2
1687|1
1688|1
1689|2
1690|1
1691|2
1692|0
1693|1
1694|1
1695|1
1696|1
1697|1
1698|1
1699|1
1700|1
1701|0
1702|0
1703|1
1704|2
1705|2
1706|1
1707|0
1708|1
1709|1
1710|1
1711|1
1712|0
1713|0
1714|0
1715|0
1716|0
1717|2
1718|0
1719|1
1720|1
1721|0
1722|1
1723|0
1724|1
1725|0
1726|0
1727|1
1728|1
1729|1
1730|1
1731|0
1732|1
1733|1
1734|1
1735|0
1736|0
1737|1
1738|0
1739|1
1740|0
1741|2
1742|2
1743|1
1744|1
1745|1
1746|1
1747|1
1748|1
1749|0
1750|0
1751|0
1752|1
1753|2
1754|2
1755|1
1756|1
1757|2
1758|1
1759|2
1760|1
1761|1
1762|2
1763|2
1764|1
1765|1
1766|2
1767|2
1768|0
1769|1
1770|1
1771|1
1772|1
1773|1
1774|2
1775|1
1776|1
1777|1
1778|1
1779|1
1780|1
1781|1
1782|1
1783|1
1784|1
1785|0
1786|1
1787|0
1788|2
1789|2
1790|2
1791|2
1792|2
1793|2
1794|1
1795|2
1796|2
1797|2
1798|2
1799|2
1800|2
1801|0
1802|1
1803|1
1804|1
1805|1
1806|1
1807|2
1808|2
1809|1
1810|1
1811|1
1812|1
1813|1
1814|1
1815|2
1816|0
1817|1
1818|1
1819|1
1820|1
1821|1
1822|1
1823|1
1824|1
1825|0
1826|1
1827|1
1828|2
1829|1
1830|1
1831|1
1832|0
1833|0
1834|1
1835|0
1836|1
1837|2
1838|0
1839|0
1840|1
1841|0
1842|1
1843|0
1844|1
1845|1
1846|0
1847|2
1848|2
1849|2
1850|0
1851|0
1852|1
1853|0
1854|1
1855|1
1856|0
1857|1
1858|1
1859|2
1860|2
1861|2
1862|0
1863|1
1864|0
1865|0
1866|0
1867|0
1868|0
1869|0
1870|2
1871|1
1872|1
1873|2
1874|1
1875|2
1876|0
1877|1
1878|1
1879|1
1880|1
1881|0
1882|2
1883|0
1884|2
1885|1
1886|2
1887|1
1888|2
1889|1
1890|1
1891|1
1892|1
1893|1
1894|1
1895|1
1896|1
1897|1
1898|1
1899|0
1900|1
1901|1
1902|1
1903|1
1904|1
1905|1
1906|1
1907|1
1908|1
1909|1
1910|1
1911|1
1912|1
1913|1
1914|2
1915|1
1916|1
1917|1
1918|1
1919|1
1920|1
1921|1
1922|2
1923|1
1924|1
1925|2
1926|0
1927|1
1928|1
1929|1
1930|0
1931|0
1932|1
1933|1
1934|0
1935|0
1936|1
1937|1
1938|1
1939|1
1940|0
1941|1
1942|2
1943|0
1944|1
1945|2
1946|0
1947|1
1948|0
1949|0
1950|1
1951|1
1952|1
1953|0
1954|0
1955|1
1956|1
1957|1
1958|1
1959|0
1960|2
1961|2
1962|1
1963|1
1964|1
1965|1
1966|1
1967|1
1968|0
1969|1
1970|0
1971|1
1972|1
1973|2
1974|2
1975|1
1976|2
1977|1
1978|2
1979|1
1980|1
1981|1
1982|1
1983|2
1984|0
1985|0
1986|1
1987|1
1988|1
1989|1
1990|1
1991|1
1992|1
1993|1
1994|0
1995|0
1996|0
1997|0
1998|1
1999|1
2000|2
2001|2
2002|1
2003|1
2004|1
2005|1
2006|1
2007|1
2008|1
2009|1
2010|1
2011|1
2012|1
2013|2
2014|1
2015|1
2016|1
2017|1
2018|0
2019|1
2020|1
2021|1
2022|2
2023|2
2024|2
2025|2
2026|1
2027|1
2028|0
2029|1
2030|0
2031|1
2032|1
2033|1
2034|2
2035|2
2036|1
2037|1
2038|1
2039|1
2040|2
2041|1
2042|2
2043|1
2044|1
2045|1
2046|1
2047|2
2048|2
2049|1
2050|1
2051|1
2052|2
2053|2
2054|2
2055|2
2056|2
2057|0
2058|1
2059|1
2060|1
2061|1
2062|1
2063|2
2064|1
2065|1
2066|1
2067|1
2068|1
2069|1
2070|1
2071|1
2072|2
2073|1
2074|1
2075|1
2076|1
2077|1
2078|1
2079|1
2080|2
2081|2
2082|2
2083|1
2084|1
2085|1
2086|2
2087|2
2088|2
2089|1
2090|1
2091|0
2092|1
2093|2
2094|1
2095|0
2096|2
2097|2
2098|2
2099|1
2100|2
2101|1
2102|1
2103|0
2104|0
2105|1
2106|0
2107|1
2108|1
2109|1
2110|1
2111|2
2112|1
2113|1
2114|0
2115|1
2116|0
2117|1
2118|2
2119|2
2120|0
2121|1
2122|0
2123|1
2124|1
2125|0
2126|0
2127|1
2128|1
2129|0
2130|1
2131|2
2132|1
2133|1
2134|2
2135|1
2136|1
2137|2
2138|1
2139|1
2140|1
2141|1
2142|1
2143|2
2144|1
2145|1
2146|1
2147|1
2148|1
2149|0
2150|0
2151|1
2152|0
2153|2
2154|1
2155|1
2156|2
2157|1
2158|2
2159|0
2160|1
2161|1
2162|1
2163|2
2164|1
2165|1
2166|1
2167|2
2168|2
2169|0
2170|2
2171|1
2172|1
2173|2
2174|1
2175|0
2176|2
2177|1
2178|1
2179|2
2180|1
2181|1
2182|0
2183|0
2184|0
2185|0
2186|0
2187|0
2188|0
2189|1
2190|1
2191|1
2192|1
2193|2
2194|2
2195|2
2196|2
2197|2
2198|0
2199|2
2200|2
2201|1
2202|1
2203|0
2204|1
2205|1
2206|1
2207|1
2208|1
2209|1
2210|1
2211|1
2212|1
2213|1
2214|1
2215|0
2216|0
2217|0
2218|2
2219|1
2220|1
2221|1
2222|1
2223|1
2224|1
2225|1
2226|1
2227|0
2228|0
2229|0
2230|0
2231|1
2232|2
2233|2
2234|0
2235|0
2236|1
2237|0
2238|0
2239|0
2240|1
2241|1
2242|1
2243|1
2244|1
2245|1
2246|1
2247|2
2248|2
2249|1
2250|2
2251|2
2252|0
2253|1
2254|1
2255|1
2256|1
2257|1
2258|0
2259|0
2260|1
2261|0
2262|0
2263|1
2264|0
2265|0
2266|0
2267|1
2268|1
2269|0
2270|1
2271|2
2272|1
2273|1
2274|1
2275|0
2276|0
2277|0
2278|0
2279|0
2280|1
2281|1
2282|1
2283|0
2284|1
2285|1
2286|1
2287|2
2288|1
2289|1
2290|2
2291|1
2292|1
2293|1
2294|1
2295|1
2296|1
2297|0
2298|1
2299|1
2300|0
2301|1
2302|0
2303|0
2304|1
2305|0
2306|0
2307|0
2308|2
2309|2
2310|1
2311|0
2312|1
2313|2
2314|0
2315|2
2316|1
2317|2
2318|0
2319|1
2320|0
2321|0
2322|1
2323|1
2324|2
2325|1
2326|1
2327|1
2328|0
2329|2
2330|0
2331|0
2332|1
2333|1
2334|0
2335|0
2336|1
2337|0
2338|0
2339|1
2340|1
2341|1
2342|1
2343|2
2344|2
2345|2
2346|2
2347|2
2348|2
2349|2
2350|2
2351|2
2352|1
2353|1
2354|1
2355|0
2356|1
2357|2
2358|1
2359|1
2360|1
2361|1
2362|1
2363|2
2364|1
2365|0
2366|2
2367|1
2368|2
2369|1
2370|1
2371|1
2372|0
2373|2
2374|1
2375|2
2376|2
2377|1
2378|1
2379|1
2380|1
2381|0
2382|1
2383|1
2384|1
2385|2
2386|1
2387|1
2388|2
2389|1
2390|1
2391|2
2392|1
2393|1
2394|1
2395|1
2396|0
2397|1
2398|2
2399|1
2400|0
2401|1
2402|0
2403|0
2404|0
2405|1
2406|1
2407|1
2408|2
2409|1
2410|1
2411|2
2412|0
2413|1
2414|1
2415|1
2416|1
2417|0
2418|1
2419|1
2420|1
2421|1
2422|1
2423|1
2424|1
2425|2
2426|1
2427|0
2428|2
2429|2
2430|2
2431|1
2432|1
2433|1
2434|0
2435|1
2436|1
2437|1
2438|1
2439|1
2440|1
2441|2
2442|2
2443|2
2444|0
2445|1
2446|1
2447|1
2448|2
2449|2
2450|2
2451|2
2452|1
2453|1
2454|1
2455|2
2456|1
2457|2
2458|1
2459|1
2460|2
2461|1
2462|2
2463|0
2464|1
2465|2
2466|2
2467|1
2468|1
2469|1
2470|0
2471|1
2472|2
2473|2
2474|1
2475|1
2476|1
2477|1
2478|1
2479|1
2480|1
2481|0
2482|1
2483|0
2484|0
2485|1
2486|1
2487|1
2488|2
2489|1
2490|1
2491|1
2492|1
2493|1
2494|1
2495|2
2496|1
2497|2
2498|0
2499|2
2500|0
2501|2
2502|1
2503|1
2504|0
2505|0
2506|0
2507|0
2508|2
2509|2
2510|2
2511|2
2512|2
2513|2
2514|0
2515|1
2516|2
2517|2
2518|1
2519|1
2520|2
2521|1
2522|1
2523|1
2524|2
2525|1
2526|0
2527|0
2528|0
2529|0
2530|0
2531|0
2532|1
2533|2
2534|1
2535|1
2536|1
2537|1
2538|2
2539|2
2540|1
2541|1
2542|1
2543|2
2544|2
2545|1
2546|0
2547|2
2548|1
2549|1
2550|1
2551|0
2552|0
2553|1
2554|1
2555|1
2556|0
2557|1
2558|1
2559|1
2560|1
2561|0
2562|1
2563|1
2564|2
2565|1
2566|1
2567|1
2568|1
2569|0
2570|1
2571|1
2572|0
2573|1
2574|1
2575|0
2576|0
2577|1
2578|1
2579|1
2580|2
2581|2
2582|0
2583|0
2584|0
2585|0
2586|0
2587|2
2588|2
2589|1
2590|1
2591|1
2592|1
2593|2
2594|1
2595|1
2596|1
2597|0
2598|0
2599|0
2600|2
2601|2
2602|1
2603|1
2604|2
2605|1
2606|1
2607|1
2608|1
2609|1
2610|1
2611|0
2612|2
2613|2
2614|1
2615|1
2616|1
2617|1
2618|1
2619|1
2620|2
2621|0
2622|1
2623|1
2624|0
2625|2
2626|2
2627|2
2628|2
2629|1
2630|0
2631|1
2632|0
2633|1
2634|1
2635|1
2636|1
2637|2
2638|1
2639|1
2640|2
2641|0
2642|0
2643|0
2644|2
2645|0
2646|2
2647|2
2648|2
2649|1
2650|2
2651|2
2652|1
2653|1
2654|1
2655|1
2656|0
2657|0
2658|0
2659|0
2660|1
2661|1
2662|1
2663|1
2664|1
2665|2
2666|2
2667|1
2668|1
2669|2
2670|2
2671|2
2672|1
2673|1
2674|0
2675|0
2676|0
2677|1
2678|1
2679|1
2680|1
2681|1
2682|1
2683|1
2684|1
2685|0
2686|0
2687|0
2688|0
2689|1
2690|0
2691|1
2692|1
2693|0
2694|0
2695|1
2696|0
2697|1
2698|2
2699|0
2700|1
2701|0
2702|0
2703|0
2704|1
2705|1
2706|1
2707|1
2708|1
2709|2
2710|0
2711|0
2712|1
2713|1
2714|1
2715|0
2716|0
2717|0
2718|1
2719|2
2720|1
2721|0
2722|1
2723|1
2724|0
2725|0
2726|0
2727|0
2728|1
2729|2
2730|1
2731|1
2732|1
2733|1
2734|1
2735|1
2736|1
2737|1
2738|1
2739|1
2740|1
2741|1
2742|1
2743|1
2744|2
2745|0
2746|0
2747|0
2748|1
2749|1
2750|1
2751|0
2752|0
2753|1
2754|2
2755|1
2756|1
2757|1
2758|1
2759|1
2760|1
2761|0
2762|1
2763|1
2764|1
2765|1
2766|1
2767|1
2768|1
2769|1
2770|2
2771|1
2772|1
2773|1
2774|1
2775|0
2776|1
2777|1
2778|1
2779|1
2780|0
2781|1
2782|2
2783|2
2784|0
2785|1
2786|2
2787|2
2788|1
2789|1
2790|1
2791|2
2792|1
2793|1
2794|1
2795|1
2796|1
2797|1
2798|1
2799|1
2800|1
2801|1
2802|1
2803|1
2804|1
2805|0
2806|0
2807|1
2808|2
2809|1
2810|2
2811|1
2812|1
2813|0
2814|0
2815|1
2816|1
2817|0
2818|0
2819|1
2820|1
2821|1
2822|1
2823|0
2824|0
2825|0
2826|0
2827|1
2828|1
2829|1
2830|2
2831|1
2832|1
2833|1
2834|1
2835|1
2836|1
2837|0
2838|1
2839|2
2840|2
2841|1
2842|0
2843|0
2844|2
2845|2
2846|1
2847|0
2848|1
2849|0
2850|0
2851|0
2852|0
2853|1
2854|1
2855|1
2856|0
2857|0
2858|1
2859|1
2860|2
2861|2
2862|1
2863|1
2864|1
2865|1
2866|2
2867|1
2868|1
2869|0
2870|0
2871|1
2872|1
2873|1
2874|1
2875|0
2876|0
2877|1
2878|1
2879|1
2880|1
2881|1
2882|1
2883|1
2884|1
2885|2
2886|1
2887|2
2888|0
2889|1
2890|0
2891|1
2892|2
2893|2
2894|1
2895|1
2896|1
2897|1
2898|1
2899|0
2900|1
2901|1
2902|1
2903|1
2904|1
2905|1
2906|1
2907|1
2908|1
2909|0
2910|0
2911|2
2912|1
2913|1
2914|1
2915|2
2916|1
2917|2
2918|1
2919|2
2920|2
2921|2
2922|2
2923|1
2924|1
2925|1
2926|2
2927|1
2928|1
2929|1
2930|2
2931|1
2932|1
2933|1
2934|1
2935|2
2936|2
2937|1
2938|0
2939|0
2940|1
2941|1
2942|1
2943|1
2944|1
2945|1
2946|1
2947|1
2948|1
2949|1
2950|1
2951|2
2952|1
2953|1
2954|0
2955|1
2956|2
2957|1
2958|1
2959|2
2960|1
2961|0
2962|1
2963|2
2964|1
2965|1
2966|1
2967|2
2968|0
2969|1
2970|2
2971|1
2972|1
2973|1
2974|0
2975|0
2976|2
2977|1
2978|0
2979|0
2980|0
2981|1
2982|0
2983|0
2984|0
2985|2
2986|0
2987|1
2988|1
2989|1
2990|2
2991|2
2992|0
2993|0
2994|0
2995|2
2996|1
